Year,Частота наблюдений,Тип отчетности,Series,Территория,Пол,Units,Value
2012,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Чуйская область,Мужчины,Процент,13.373901
2016,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Чуйская область,Мужчины,Процент,6.325911
2017,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Чуйская область,Мужчины,Процент,6.583712
2007,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),г. Бишкек,,Процент,1.915843
2008,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),г. Бишкек,,Процент,3.29511
2009,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),г. Бишкек,,Процент,3.061062
2010,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),г. Бишкек,,Процент,7.233404
2011,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),г. Бишкек,,Процент,2.298164
2012,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),г. Бишкек,,Процент,2.218414
2013,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),г. Бишкек,,Процент,3.875561
2014,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),г. Бишкек,,Процент,1.662704
2015,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),г. Бишкек,,Процент,1.669542
2016,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),г. Бишкек,,Процент,3.29857
2017,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),г. Бишкек,,Процент,2.162723
2018,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),г. Бишкек,,Процент,2.126042
2013,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),г. Бишкек,Женщины,Процент,1.07118
2016,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),г. Бишкек,Женщины,Процент,1.059558
2018,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),г. Бишкек,Женщины,Процент,1.017491
2007,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),г. Бишкек,Мужчины,Процент,4.280822
2008,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),г. Бишкек,Мужчины,Процент,6.68342
2009,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),г. Бишкек,Мужчины,Процент,6.186434
2010,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),г. Бишкек,Мужчины,Процент,14.513261
2011,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),г. Бишкек,Мужчины,Процент,4.34967
2012,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),г. Бишкек,Мужчины,Процент,4.50121
2013,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),г. Бишкек,Мужчины,Процент,6.875688
2014,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),г. Бишкек,Мужчины,Процент,3.41328
2015,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),г. Бишкек,Мужчины,Процент,3.486669
2016,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),г. Бишкек,Мужчины,Процент,5.71311
2017,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),г. Бишкек,Мужчины,Процент,4.530781
2018,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),г. Бишкек,Мужчины,Процент,3.338452
2007,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),г. Ош,,Процент,5.264266
2008,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),г. Ош,,Процент,7.598784
2009,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),г. Ош,,Процент,2.618418
2010,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),г. Ош,,Процент,7.900766
2011,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),г. Ош,,Процент,2.629849
2012,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),г. Ош,,Процент,2.666667
2013,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),г. Ош,,Процент,8.157938
2014,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),г. Ош,,Процент,5.178932
2015,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),г. Ош,,Процент,2.512879
2016,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),г. Ош,,Процент,2.492274
2017,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),г. Ош,,Процент,7.657554
2018,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),г. Ош,,Процент,2.617458
2007,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),г. Ош,Мужчины,Процент,10.292301
2008,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),г. Ош,Мужчины,Процент,15.067048
2009,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),г. Ош,Мужчины,Процент,5.023106
2010,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),г. Ош,Мужчины,Процент,15.020277
2011,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),г. Ош,Мужчины,Процент,5.037022
2012,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),г. Ош,Мужчины,Процент,5.200208
2013,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),г. Ош,Мужчины,Процент,16.2584
2014,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),г. Ош,Мужчины,Процент,10.437869
2015,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),г. Ош,Мужчины,Процент,4.948046
2016,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),г. Ош,Мужчины,Процент,5.088023
2017,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),г. Ош,Мужчины,Процент,16.135105
2018,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),г. Ош,Мужчины,Процент,5.567309
