Year,concept.FREQ,concept.REPORTING_TYPE,Series,concept.REF_AREA,concept.SEX,concept.AGE,concept.COMPOSITE_BREAKDOWN,Units,Value
2014,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_DOM,CL_UNIT_MEASURE.NUMBER,299
2015,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_DOM,CL_UNIT_MEASURE.NUMBER,132
2016,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_DOM,CL_UNIT_MEASURE.NUMBER,194
2017,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_DOM,CL_UNIT_MEASURE.NUMBER,220
2018,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_DOM,CL_UNIT_MEASURE.NUMBER,272
2005,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_UNWILL,CL_UNIT_MEASURE.NUMBER,64
2006,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_UNWILL,CL_UNIT_MEASURE.NUMBER,75
2007,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_UNWILL,CL_UNIT_MEASURE.NUMBER,55
2008,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_UNWILL,CL_UNIT_MEASURE.NUMBER,64
2009,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_UNWILL,CL_UNIT_MEASURE.NUMBER,78
2010,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_UNWILL,CL_UNIT_MEASURE.NUMBER,127
2011,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_UNWILL,CL_UNIT_MEASURE.NUMBER,46
2012,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_UNWILL,CL_UNIT_MEASURE.NUMBER,31
2013,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_UNWILL,CL_UNIT_MEASURE.NUMBER,46
2014,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_UNWILL,CL_UNIT_MEASURE.NUMBER,49
2015,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_UNWILL,CL_UNIT_MEASURE.NUMBER,41
2016,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_UNWILL,CL_UNIT_MEASURE.NUMBER,12
2017,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_UNWILL,CL_UNIT_MEASURE.NUMBER,10
2018,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_UNWILL,CL_UNIT_MEASURE.NUMBER,73
2005,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_FAMILY,CL_UNIT_MEASURE.NUMBER,31
2006,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_FAMILY,CL_UNIT_MEASURE.NUMBER,22
2007,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_FAMILY,CL_UNIT_MEASURE.NUMBER,39
2008,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_FAMILY,CL_UNIT_MEASURE.NUMBER,24
2009,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_FAMILY,CL_UNIT_MEASURE.NUMBER,7
2010,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_FAMILY,CL_UNIT_MEASURE.NUMBER,13
2011,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_FAMILY,CL_UNIT_MEASURE.NUMBER,36
2012,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_FAMILY,CL_UNIT_MEASURE.NUMBER,13
2013,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_FAMILY,CL_UNIT_MEASURE.NUMBER,10
2014,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_FAMILY,CL_UNIT_MEASURE.NUMBER,5
2015,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_FAMILY,CL_UNIT_MEASURE.NUMBER,9
2016,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_FAMILY,CL_UNIT_MEASURE.NUMBER,5
2017,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_FAMILY,CL_UNIT_MEASURE.NUMBER,11
2018,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_FAMILY,CL_UNIT_MEASURE.NUMBER,10
2005,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_NOLANG,CL_UNIT_MEASURE.NUMBER,14
2006,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_NOLANG,CL_UNIT_MEASURE.NUMBER,1
2007,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_NOLANG,CL_UNIT_MEASURE.NUMBER,2
2008,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_NOLANG,CL_UNIT_MEASURE.NUMBER,6
2009,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_NOLANG,CL_UNIT_MEASURE.NUMBER,20
2010,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_NOLANG,CL_UNIT_MEASURE.NUMBER,21
2011,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_NOLANG,CL_UNIT_MEASURE.NUMBER,1
2012,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_NOLANG,CL_UNIT_MEASURE.NUMBER,1
2013,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_NOLANG,CL_UNIT_MEASURE.NUMBER,3
2014,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_NOLANG,CL_UNIT_MEASURE.NUMBER,1
2017,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_NOLANG,CL_UNIT_MEASURE.NUMBER,1
2018,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_NOLANG,CL_UNIT_MEASURE.NUMBER,0
2013,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_MARR,CL_UNIT_MEASURE.NUMBER,4
2014,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_MARR,CL_UNIT_MEASURE.NUMBER,3
2018,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_MARR,CL_UNIT_MEASURE.NUMBER,0
2005,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_WORK,CL_UNIT_MEASURE.NUMBER,39
2006,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_WORK,CL_UNIT_MEASURE.NUMBER,144
2007,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_WORK,CL_UNIT_MEASURE.NUMBER,94
2008,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_WORK,CL_UNIT_MEASURE.NUMBER,40
2009,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_WORK,CL_UNIT_MEASURE.NUMBER,66
2010,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_WORK,CL_UNIT_MEASURE.NUMBER,74
2011,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_WORK,CL_UNIT_MEASURE.NUMBER,115
2012,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_WORK,CL_UNIT_MEASURE.NUMBER,88
2013,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_WORK,CL_UNIT_MEASURE.NUMBER,380
2014,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_WORK,CL_UNIT_MEASURE.NUMBER,75
2015,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_WORK,CL_UNIT_MEASURE.NUMBER,60
2016,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_WORK,CL_UNIT_MEASURE.NUMBER,204
2017,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_WORK,CL_UNIT_MEASURE.NUMBER,199
2018,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_WORK,CL_UNIT_MEASURE.NUMBER,121
2018,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_TRANSPORT,CL_UNIT_MEASURE.NUMBER,2
2013,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_SEASWORK,CL_UNIT_MEASURE.NUMBER,4
2014,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_SEASWORK,CL_UNIT_MEASURE.NUMBER,7
2015,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_SEASWORK,CL_UNIT_MEASURE.NUMBER,79
2017,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_SEASWORK,CL_UNIT_MEASURE.NUMBER,1
2018,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_SEASWORK,CL_UNIT_MEASURE.NUMBER,4
2014,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_AGE,CL_UNIT_MEASURE.NUMBER,4
2015,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_AGE,CL_UNIT_MEASURE.NUMBER,2
2017,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_AGE,CL_UNIT_MEASURE.NUMBER,1
2018,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_AGE,CL_UNIT_MEASURE.NUMBER,18
2005,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_SICK,CL_UNIT_MEASURE.NUMBER,196
2006,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_SICK,CL_UNIT_MEASURE.NUMBER,213
2007,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_SICK,CL_UNIT_MEASURE.NUMBER,219
2008,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_SICK,CL_UNIT_MEASURE.NUMBER,99
2009,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_SICK,CL_UNIT_MEASURE.NUMBER,195
2010,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_SICK,CL_UNIT_MEASURE.NUMBER,260
2011,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_SICK,CL_UNIT_MEASURE.NUMBER,233
2012,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_SICK,CL_UNIT_MEASURE.NUMBER,213
2013,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_SICK,CL_UNIT_MEASURE.NUMBER,45
2014,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_SICK,CL_UNIT_MEASURE.NUMBER,60
2015,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_SICK,CL_UNIT_MEASURE.NUMBER,14
2016,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_SICK,CL_UNIT_MEASURE.NUMBER,36
2017,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_SICK,CL_UNIT_MEASURE.NUMBER,20
2018,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_SICK,CL_UNIT_MEASURE.NUMBER,31
2005,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_DISAB,CL_UNIT_MEASURE.NUMBER,658
2006,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_DISAB,CL_UNIT_MEASURE.NUMBER,585
2007,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_DISAB,CL_UNIT_MEASURE.NUMBER,535
2008,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_DISAB,CL_UNIT_MEASURE.NUMBER,349
2009,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_DISAB,CL_UNIT_MEASURE.NUMBER,391
2010,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_DISAB,CL_UNIT_MEASURE.NUMBER,393
2011,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_DISAB,CL_UNIT_MEASURE.NUMBER,515
2012,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_DISAB,CL_UNIT_MEASURE.NUMBER,410
2013,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_DISAB,CL_UNIT_MEASURE.NUMBER,531
2014,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_DISAB,CL_UNIT_MEASURE.NUMBER,554
2015,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_DISAB,CL_UNIT_MEASURE.NUMBER,564
2016,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_DISAB,CL_UNIT_MEASURE.NUMBER,542
2017,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_DISAB,CL_UNIT_MEASURE.NUMBER,517
2018,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_DISAB,CL_UNIT_MEASURE.NUMBER,525
2005,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_OTHER,CL_UNIT_MEASURE.NUMBER,64
2006,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_OTHER,CL_UNIT_MEASURE.NUMBER,108
2007,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_OTHER,CL_UNIT_MEASURE.NUMBER,111
2008,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_OTHER,CL_UNIT_MEASURE.NUMBER,67
2009,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_OTHER,CL_UNIT_MEASURE.NUMBER,111
2010,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_OTHER,CL_UNIT_MEASURE.NUMBER,154
2011,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES._L_KG_040101_1A,CL_AREA.KG,CL_SEX.F,CL_AGE.Y7T17,CL_COMP_BREAKDOWN._L_CSE_OTHER,CL_UNIT_MEASURE.NUMBER,133
